,Age,Gender,Tenure,Usage Frequency,Support Calls,Subscription Type,Contract Length,Total Spend,Churn,predicted,correct
10504,52,Female,40,20,6,Premium,Quarterly,224,0,1,False
10505,46,Female,25,7,5,Premium,Annual,567,0,1,False
10535,26,Male,52,14,7,Basic,Quarterly,536,0,1,False
10540,54,Male,52,12,5,Standard,Quarterly,122,0,1,False
10550,59,Female,36,25,1,Standard,Monthly,616,1,0,False
10553,28,Female,55,7,10,Premium,Annual,596,0,1,False
10555,53,Female,39,14,6,Premium,Annual,263,0,1,False
10566,52,Female,33,12,1,Premium,Monthly,686,0,1,False
10570,60,Female,55,23,10,Basic,Annual,172,0,1,False
10572,41,Male,44,12,5,Basic,Annual,105,0,1,False
10576,39,Female,57,15,8,Standard,Monthly,403,0,1,False
10593,58,Female,37,23,7,Premium,Monthly,264,0,1,False
10599,32,Female,39,9,2,Premium,Quarterly,244,0,1,False
10602,37,Female,41,24,2,Basic,Quarterly,352,0,1,False
10614,32,Female,17,27,6,Premium,Monthly,321,0,1,False
10615,38,Male,51,24,5,Standard,Monthly,895,0,1,False
10616,50,Female,27,5,3,Basic,Monthly,383,1,0,False
10622,23,Male,25,13,7,Basic,Quarterly,703,0,1,False
10646,37,Female,10,23,9,Basic,Monthly,812,1,0,False
10651,38,Female,19,28,7,Basic,Monthly,445,1,0,False
10652,39,Female,44,11,0,Basic,Annual,413,0,1,False
10663,50,Female,60,19,10,Premium,Annual,800,0,1,False
10678,62,Female,53,25,7,Standard,Quarterly,726,0,1,False
10686,44,Female,21,17,9,Standard,Annual,451,0,1,False
10688,45,Male,47,7,9,Premium,Annual,229,0,1,False
10691,53,Male,38,26,6,Standard,Quarterly,258,0,1,False
10695,53,Female,52,20,5,Standard,Monthly,867,1,0,False
10703,32,Female,44,13,5,Premium,Quarterly,632,0,1,False
10712,40,Female,56,13,8,Premium,Monthly,513,0,1,False
10713,32,Female,18,19,7,Basic,Annual,444,1,0,False
10726,47,Female,8,13,0,Premium,Monthly,836,0,1,False
10742,24,Female,41,8,8,Standard,Quarterly,820,0,1,False
10743,51,Male,47,21,5,Premium,Annual,823,0,1,False
10747,24,Female,45,13,10,Standard,Annual,923,0,1,False
10754,21,Female,40,12,10,Basic,Quarterly,584,0,1,False
10755,37,Female,52,21,5,Premium,Annual,623,0,1,False
10758,32,Female,51,15,9,Premium,Annual,180,0,1,False
10766,51,Female,30,19,5,Premium,Quarterly,891,0,1,False
10772,51,Male,34,23,10,Basic,Quarterly,400,0,1,False
10784,60,Male,33,22,10,Standard,Monthly,873,0,1,False
10785,52,Female,46,10,9,Basic,Monthly,655,0,1,False
10794,57,Female,13,2,0,Basic,Monthly,970,1,0,False
10814,44,Female,35,20,0,Premium,Monthly,452,1,0,False
10823,23,Female,5,22,5,Basic,Monthly,536,1,0,False
10838,18,Female,47,26,9,Basic,Quarterly,613,0,1,False
10841,22,Female,33,5,7,Premium,Quarterly,857,0,1,False
10846,28,Female,15,20,8,Basic,Quarterly,243,0,1,False
10856,34,Male,50,20,8,Standard,Quarterly,340,0,1,False
10858,21,Male,53,25,10,Standard,Quarterly,557,0,1,False
10870,32,Female,2,4,8,Premium,Quarterly,211,0,1,False
10872,20,Female,31,11,0,Standard,Annual,391,0,1,False
10883,31,Female,30,17,2,Standard,Monthly,823,1,0,False
10884,52,Female,35,17,1,Basic,Quarterly,225,0,1,False
10885,31,Male,52,9,9,Basic,Quarterly,275,0,1,False
10897,30,Female,39,10,6,Premium,Annual,858,0,1,False
10905,36,Female,50,8,9,Premium,Monthly,416,0,1,False
10922,58,Female,59,13,4,Standard,Quarterly,305,0,1,False
10926,49,Male,60,16,5,Premium,Monthly,819,0,1,False
10936,26,Male,57,30,10,Basic,Quarterly,598,0,1,False
10942,58,Male,55,18,8,Premium,Monthly,696,0,1,False
10943,46,Female,5,14,1,Standard,Monthly,704,0,1,False
10949,18,Female,46,12,3,Premium,Monthly,155,1,0,False
10956,32,Male,48,29,7,Basic,Monthly,488,0,1,False
10960,29,Male,47,23,6,Premium,Quarterly,642,0,1,False
10965,52,Male,43,11,6,Basic,Quarterly,178,0,1,False
10966,44,Female,18,20,8,Standard,Monthly,951,0,1,False
10968,59,Male,47,15,10,Premium,Monthly,309,0,1,False
10993,51,Female,31,17,9,Basic,Monthly,223,0,1,False
10996,39,Female,45,28,8,Basic,Quarterly,436,0,1,False
11008,50,Female,11,9,1,Basic,Quarterly,121,0,1,False
11023,51,Female,7,15,5,Premium,Monthly,149,0,1,False
11024,42,Female,36,14,10,Standard,Monthly,132,0,1,False
11030,29,Female,57,9,4,Basic,Annual,413,0,1,False
11033,48,Male,31,13,6,Premium,Annual,279,0,1,False
11041,48,Male,55,22,7,Basic,Quarterly,151,0,1,False
11042,31,Male,56,15,7,Basic,Monthly,185,0,1,False
11057,33,Female,60,21,9,Standard,Quarterly,246,0,1,False
11061,44,Male,43,5,6,Standard,Quarterly,123,0,1,False
11062,27,Male,39,17,10,Basic,Monthly,853,0,1,False
11065,48,Female,39,9,7,Premium,Annual,595,0,1,False
11068,27,Male,30,5,5,Standard,Quarterly,813,0,1,False
11069,20,Male,56,29,8,Standard,Annual,440,0,1,False
11077,32,Female,44,10,10,Standard,Quarterly,715,0,1,False
11084,41,Female,48,17,4,Standard,Monthly,580,1,0,False
11095,51,Male,46,8,10,Standard,Monthly,974,0,1,False
11100,46,Female,38,19,6,Standard,Annual,360,0,1,False
11116,38,Female,4,16,4,Premium,Monthly,729,0,1,False
11119,19,Female,14,23,2,Basic,Annual,466,1,0,False
11122,21,Female,52,28,6,Basic,Quarterly,818,0,1,False
11134,41,Female,14,25,10,Premium,Monthly,587,1,0,False
11135,19,Male,51,27,10,Basic,Monthly,606,0,1,False
11146,29,Female,42,14,8,Basic,Annual,205,0,1,False
11147,24,Female,57,21,4,Premium,Monthly,942,1,0,False
11153,53,Female,37,30,4,Basic,Monthly,951,0,1,False
11157,20,Male,35,9,6,Premium,Quarterly,911,0,1,False
11173,61,Female,5,13,5,Premium,Annual,159,0,1,False
11179,38,Female,8,16,0,Premium,Quarterly,363,0,1,False
11180,20,Female,18,27,7,Premium,Monthly,159,0,1,False
11181,34,Male,49,5,9,Standard,Quarterly,884,0,1,False
11182,60,Female,8,13,5,Basic,Monthly,679,1,0,False
11190,37,Male,35,6,7,Basic,Quarterly,690,0,1,False
11191,25,Female,11,6,9,Basic,Annual,125,0,1,False
11194,52,Female,56,10,4,Standard,Quarterly,444,0,1,False
11200,36,Female,57,18,9,Basic,Annual,931,0,1,False
11201,20,Female,57,9,8,Standard,Quarterly,381,0,1,False
11204,42,Female,52,1,7,Standard,Monthly,149,0,1,False
11211,33,Male,46,3,8,Premium,Monthly,681,0,1,False
11216,25,Female,21,6,4,Basic,Annual,356,1,0,False
11229,30,Female,26,3,9,Premium,Annual,892,0,1,False
11246,34,Female,35,3,9,Standard,Quarterly,446,0,1,False
11249,57,Female,10,23,10,Basic,Annual,282,1,0,False
11251,19,Female,51,3,9,Standard,Quarterly,143,0,1,False
11265,20,Female,18,3,4,Basic,Annual,148,0,1,False
11281,65,Male,56,27,6,Standard,Quarterly,237,0,1,False
11300,26,Female,30,11,9,Basic,Monthly,464,0,1,False
11312,65,Male,57,11,5,Basic,Monthly,971,0,1,False
11324,26,Female,60,28,0,Standard,Monthly,784,1,0,False
11333,51,Female,41,21,10,Premium,Monthly,146,0,1,False
11340,50,Male,52,18,8,Basic,Monthly,283,0,1,False
11349,25,Female,36,23,10,Standard,Monthly,592,0,1,False
11358,43,Male,45,23,6,Standard,Monthly,484,0,1,False
11359,51,Female,34,15,8,Premium,Annual,264,0,1,False
11361,60,Female,42,19,2,Standard,Monthly,879,0,1,False
11366,62,Female,45,30,8,Standard,Monthly,357,0,1,False
11369,59,Female,40,27,10,Premium,Quarterly,655,0,1,False
11370,21,Female,12,19,4,Standard,Monthly,709,1,0,False
11381,33,Male,46,8,8,Standard,Quarterly,599,0,1,False
11388,38,Male,36,11,8,Premium,Monthly,980,0,1,False
11397,46,Female,49,15,9,Standard,Quarterly,783,0,1,False
11411,38,Female,11,20,8,Premium,Annual,318,1,0,False
11417,65,Male,48,13,9,Standard,Quarterly,876,0,1,False
11421,46,Female,33,7,1,Basic,Monthly,324,1,0,False
11431,34,Female,56,30,5,Premium,Annual,799,0,1,False
11432,49,Female,53,24,0,Basic,Monthly,664,1,0,False
11434,35,Female,47,17,2,Premium,Monthly,451,0,1,False
11435,42,Female,20,24,5,Basic,Annual,369,1,0,False
11453,63,Male,29,24,7,Basic,Monthly,721,0,1,False
11455,27,Female,51,26,0,Basic,Annual,243,1,0,False
11458,37,Male,50,8,6,Basic,Annual,357,0,1,False
11472,29,Female,22,14,4,Basic,Annual,294,1,0,False
11483,32,Male,26,14,10,Premium,Annual,248,0,1,False
11491,43,Female,21,29,3,Basic,Monthly,738,0,1,False
11492,55,Male,35,6,8,Premium,Monthly,809,0,1,False
11505,25,Female,39,20,3,Basic,Monthly,910,1,0,False
11508,28,Female,52,26,6,Basic,Annual,883,0,1,False
11516,58,Male,59,10,5,Basic,Monthly,599,0,1,False
11532,27,Female,38,26,4,Standard,Monthly,513,1,0,False
11539,48,Female,60,19,1,Basic,Quarterly,416,0,1,False
11553,41,Female,50,19,5,Premium,Monthly,414,0,1,False
11555,28,Male,24,10,8,Basic,Monthly,737,0,1,False
11560,52,Female,46,25,7,Basic,Annual,628,0,1,False
11561,50,Male,46,8,7,Standard,Annual,958,0,1,False
11572,21,Female,59,28,3,Standard,Monthly,630,1,0,False
11582,45,Female,40,18,9,Premium,Quarterly,666,0,1,False
11587,40,Female,37,19,0,Standard,Monthly,506,1,0,False
11588,41,Female,38,22,3,Standard,Quarterly,190,0,1,False
11618,45,Female,4,3,5,Standard,Annual,350,0,1,False
11619,18,Female,3,12,9,Basic,Annual,472,0,1,False
11633,63,Female,48,11,6,Basic,Annual,645,0,1,False
11643,40,Male,29,1,9,Premium,Monthly,965,0,1,False
11664,44,Female,55,17,9,Basic,Quarterly,984,0,1,False
11666,47,Female,37,1,10,Standard,Quarterly,533,0,1,False
11669,29,Male,45,18,9,Standard,Quarterly,398,0,1,False
11670,18,Female,39,6,10,Basic,Annual,682,0,1,False
11673,27,Female,50,20,10,Standard,Monthly,264,0,1,False
11676,23,Male,48,5,5,Basic,Monthly,403,0,1,False
11677,29,Male,47,21,6,Standard,Monthly,446,0,1,False
11683,38,Female,49,10,9,Basic,Quarterly,169,0,1,False
11687,46,Female,36,9,7,Standard,Quarterly,880,0,1,False
11724,26,Female,4,4,7,Standard,Quarterly,139,0,1,False
11731,62,Female,26,30,7,Premium,Annual,354,0,1,False
11732,30,Male,38,8,5,Premium,Annual,487,0,1,False
11736,28,Female,42,4,5,Standard,Annual,680,0,1,False
11737,27,Male,41,26,6,Standard,Annual,446,0,1,False
11744,55,Female,4,27,10,Premium,Monthly,889,0,1,False
11748,65,Male,57,21,10,Premium,Monthly,404,0,1,False
11751,51,Female,17,15,3,Premium,Annual,342,0,1,False
11755,25,Female,32,4,1,Premium,Monthly,638,1,0,False
11757,44,Female,53,21,9,Standard,Monthly,769,0,1,False
11765,46,Male,37,15,7,Standard,Annual,505,0,1,False
11771,35,Male,36,15,10,Basic,Annual,385,0,1,False
11772,28,Female,60,7,3,Standard,Monthly,109,0,1,False
11788,57,Female,59,28,7,Basic,Monthly,475,0,1,False
11794,38,Male,35,20,10,Standard,Annual,877,0,1,False
11809,28,Male,49,22,10,Standard,Annual,635,0,1,False
11811,59,Male,47,22,10,Standard,Quarterly,827,0,1,False
11815,31,Male,34,7,8,Standard,Quarterly,521,0,1,False
11822,48,Female,28,7,9,Premium,Monthly,892,0,1,False
11827,34,Female,32,7,4,Standard,Quarterly,370,1,0,False
11835,56,Female,31,15,7,Standard,Monthly,352,0,1,False
11840,29,Female,10,18,8,Basic,Monthly,706,1,0,False
11841,51,Female,16,25,10,Basic,Quarterly,260,0,1,False
11857,59,Female,32,21,5,Basic,Monthly,439,0,1,False
11858,59,Female,57,19,6,Standard,Annual,790,0,1,False
11859,39,Female,42,1,3,Basic,Annual,458,1,0,False
11872,22,Male,26,17,6,Basic,Monthly,701,0,1,False
11882,53,Male,40,17,5,Basic,Quarterly,234,0,1,False
11886,24,Male,58,24,5,Standard,Annual,277,0,1,False
11890,65,Female,34,27,8,Basic,Quarterly,284,0,1,False
11891,25,Female,5,26,0,Premium,Annual,193,1,0,False
11894,20,Female,29,18,10,Basic,Monthly,267,0,1,False
11896,22,Male,47,16,7,Premium,Monthly,713,0,1,False
11904,49,Female,58,4,7,Premium,Annual,484,0,1,False
11912,48,Male,37,7,5,Basic,Monthly,744,0,1,False
11917,21,Female,1,29,2,Basic,Monthly,988,0,1,False
11918,53,Male,25,20,6,Basic,Annual,607,0,1,False
11919,51,Female,56,18,4,Standard,Monthly,359,0,1,False
11926,56,Female,58,25,6,Premium,Annual,305,0,1,False
11928,36,Female,53,28,5,Standard,Monthly,818,0,1,False
11929,18,Female,9,19,4,Basic,Annual,416,1,0,False
11933,60,Male,53,15,6,Standard,Quarterly,965,0,1,False
11941,32,Female,29,24,10,Premium,Quarterly,164,0,1,False
11945,52,Female,36,30,5,Basic,Monthly,833,0,1,False
11947,38,Female,49,5,9,Premium,Monthly,739,0,1,False
11951,23,Male,26,29,10,Basic,Monthly,177,0,1,False
11953,20,Female,54,21,7,Premium,Quarterly,556,0,1,False
11960,35,Female,12,12,3,Basic,Monthly,270,1,0,False
11972,27,Female,53,10,3,Premium,Quarterly,425,0,1,False
11974,18,Male,39,19,9,Basic,Annual,463,0,1,False
11978,60,Female,49,23,3,Standard,Annual,166,0,1,False
11979,26,Female,27,20,9,Basic,Quarterly,599,0,1,False
11984,39,Male,36,20,10,Basic,Monthly,185,0,1,False
11995,43,Male,26,9,7,Basic,Annual,763,0,1,False
11997,34,Female,4,23,8,Premium,Monthly,874,1,0,False
12011,34,Female,59,22,0,Basic,Monthly,598,1,0,False
12013,51,Male,51,8,7,Basic,Quarterly,240,0,1,False
12021,20,Male,36,20,6,Premium,Monthly,953,0,1,False
12023,43,Male,33,6,5,Standard,Annual,451,0,1,False
12035,20,Female,31,21,5,Standard,Quarterly,518,0,1,False
12042,37,Male,44,2,6,Standard,Monthly,604,0,1,False
12054,39,Female,31,7,4,Premium,Quarterly,269,0,1,False
12063,20,Male,60,20,9,Basic,Quarterly,324,0,1,False
12110,40,Female,7,20,5,Standard,Monthly,343,1,0,False
12112,46,Male,34,10,6,Premium,Annual,351,0,1,False
12114,23,Female,58,26,0,Basic,Monthly,612,1,0,False
12126,36,Female,35,29,7,Premium,Monthly,570,0,1,False
12128,44,Male,26,5,8,Premium,Monthly,449,0,1,False
12136,54,Female,58,25,2,Basic,Monthly,883,1,0,False
12150,29,Female,34,29,4,Standard,Monthly,143,1,0,False
12152,32,Female,6,26,0,Basic,Monthly,131,0,1,False
12157,32,Female,17,4,7,Basic,Monthly,882,0,1,False
12160,40,Female,10,26,1,Basic,Annual,399,1,0,False
12163,43,Female,30,17,4,Standard,Monthly,774,1,0,False
12172,58,Female,50,24,4,Basic,Monthly,644,0,1,False
12182,34,Female,15,19,7,Premium,Monthly,401,1,0,False
12184,26,Male,34,10,6,Premium,Annual,311,0,1,False
12190,50,Female,39,21,0,Premium,Quarterly,302,0,1,False
12191,56,Male,38,14,7,Basic,Monthly,610,1,0,False
12195,55,Male,30,30,6,Premium,Monthly,697,0,1,False
12196,37,Female,54,12,8,Standard,Quarterly,563,0,1,False
12204,19,Female,24,13,9,Premium,Monthly,455,0,1,False
12210,59,Male,56,28,5,Standard,Monthly,524,0,1,False
12213,45,Male,30,11,5,Standard,Annual,482,0,1,False
12251,20,Female,24,2,4,Premium,Monthly,535,1,0,False
12254,25,Female,59,26,2,Basic,Monthly,519,1,0,False
12255,31,Female,33,27,8,Standard,Quarterly,623,0,1,False
12267,46,Male,27,25,6,Basic,Monthly,150,0,1,False
12282,48,Male,49,20,6,Premium,Annual,895,0,1,False
12294,26,Female,2,9,9,Premium,Monthly,287,1,0,False
12300,24,Female,2,21,8,Standard,Quarterly,319,1,0,False
12303,22,Female,8,17,2,Basic,Quarterly,184,1,0,False
12306,37,Female,52,30,8,Basic,Quarterly,367,0,1,False
12314,59,Female,59,18,7,Standard,Quarterly,187,0,1,False
12315,38,Female,42,23,4,Standard,Monthly,348,1,0,False
12318,53,Female,33,14,5,Premium,Monthly,170,0,1,False
12319,53,Male,58,21,6,Premium,Quarterly,575,0,1,False
12328,44,Female,29,2,7,Basic,Quarterly,555,0,1,False
12334,38,Female,50,20,1,Standard,Monthly,801,1,0,False
12335,19,Female,58,8,4,Premium,Quarterly,248,0,1,False
12340,49,Male,39,5,8,Standard,Quarterly,986,0,1,False
12341,37,Female,27,27,9,Standard,Quarterly,293,0,1,False
12350,34,Female,4,19,7,Premium,Monthly,671,1,0,False
12362,23,Female,46,2,9,Standard,Annual,940,0,1,False
12365,53,Female,28,19,6,Premium,Monthly,852,0,1,False
12384,30,Female,39,11,5,Standard,Quarterly,465,0,1,False
12391,44,Male,30,10,10,Basic,Monthly,155,0,1,False
12393,40,Male,55,11,6,Premium,Annual,429,0,1,False
12394,18,Male,35,4,5,Standard,Annual,301,0,1,False
12404,19,Female,40,8,8,Standard,Quarterly,330,0,1,False
12406,24,Female,24,6,5,Basic,Quarterly,435,0,1,False
12419,50,Female,20,9,7,Basic,Annual,195,1,0,False
12426,57,Female,13,29,2,Basic,Annual,469,0,1,False
12434,60,Male,35,11,10,Basic,Quarterly,680,0,1,False
12439,26,Female,28,23,0,Premium,Monthly,382,1,0,False
12442,60,Male,55,23,6,Basic,Monthly,851,0,1,False
12445,57,Female,38,19,7,Premium,Monthly,958,0,1,False
12447,34,Male,50,28,8,Standard,Monthly,253,0,1,False
12453,30,Female,16,7,5,Basic,Annual,218,1,0,False
12465,22,Female,45,29,8,Standard,Monthly,344,0,1,False
12484,30,Female,46,18,4,Standard,Quarterly,300,0,1,False
12488,23,Male,29,8,6,Standard,Monthly,449,0,1,False
12495,50,Female,54,10,9,Basic,Quarterly,729,0,1,False
12496,41,Female,19,25,3,Standard,Monthly,434,0,1,False
12505,61,Female,33,7,4,Premium,Monthly,730,0,1,False
12506,36,Female,27,12,10,Standard,Monthly,160,0,1,False
12513,41,Male,30,12,8,Premium,Quarterly,855,0,1,False
12519,60,Female,25,28,4,Basic,Annual,271,0,1,False
12524,33,Female,36,22,3,Basic,Monthly,799,0,1,False
12537,49,Male,56,16,9,Basic,Monthly,846,0,1,False
12540,59,Male,49,26,8,Standard,Quarterly,574,0,1,False
12545,52,Female,27,24,4,Standard,Monthly,693,1,0,False
12564,54,Male,43,23,8,Standard,Annual,508,0,1,False
12570,60,Female,25,27,7,Standard,Monthly,257,0,1,False
12587,51,Female,21,2,3,Standard,Monthly,326,1,0,False
12590,51,Female,7,21,10,Standard,Monthly,949,0,1,False
12591,19,Female,27,8,2,Premium,Monthly,646,1,0,False
12606,36,Female,18,1,6,Premium,Monthly,738,0,1,False
12615,33,Female,41,24,8,Basic,Quarterly,227,0,1,False
12623,39,Female,35,12,7,Basic,Monthly,701,0,1,False
12628,64,Female,50,19,6,Standard,Quarterly,968,0,1,False
12632,47,Male,30,3,6,Basic,Quarterly,334,0,1,False
12639,34,Female,10,22,9,Premium,Monthly,404,1,0,False
12643,23,Male,30,4,7,Standard,Monthly,930,0,1,False
12656,46,Female,42,10,10,Premium,Monthly,421,0,1,False
12661,18,Male,58,16,5,Premium,Quarterly,890,0,1,False
12663,26,Male,59,18,5,Standard,Annual,736,0,1,False
12669,29,Female,34,23,0,Standard,Monthly,394,0,1,False
12685,37,Female,55,19,7,Basic,Monthly,832,0,1,False
12690,30,Female,59,20,1,Premium,Monthly,632,1,0,False
12692,38,Male,56,24,9,Standard,Quarterly,162,0,1,False
12695,51,Male,29,18,7,Premium,Annual,809,0,1,False
12696,37,Female,2,7,3,Standard,Annual,415,1,0,False
12706,35,Male,24,7,8,Basic,Quarterly,791,0,1,False
12720,62,Female,39,1,3,Basic,Monthly,702,1,0,False
12723,22,Female,38,8,5,Standard,Quarterly,254,0,1,False
12727,39,Male,52,25,6,Premium,Quarterly,518,0,1,False
12733,39,Female,36,12,9,Premium,Quarterly,544,0,1,False
12738,27,Female,29,12,5,Premium,Quarterly,419,0,1,False
12746,62,Female,25,23,9,Standard,Quarterly,795,0,1,False
12755,63,Female,44,18,6,Basic,Monthly,263,0,1,False
12762,64,Female,5,15,5,Basic,Quarterly,146,0,1,False
12769,38,Female,56,20,5,Standard,Quarterly,970,0,1,False
12773,50,Female,27,21,4,Standard,Monthly,444,0,1,False
12788,58,Female,41,21,2,Premium,Quarterly,342,0,1,False
12794,21,Male,31,14,7,Basic,Annual,732,0,1,False
12800,25,Female,38,30,9,Premium,Monthly,919,0,1,False
12804,21,Male,39,12,7,Basic,Annual,292,0,1,False
12810,26,Male,51,17,8,Basic,Annual,462,0,1,False
12834,45,Male,26,1,6,Basic,Quarterly,685,0,1,False
12840,46,Female,4,7,5,Standard,Monthly,236,1,0,False
12844,46,Female,58,12,7,Basic,Annual,324,0,1,False
12850,29,Female,54,3,10,Basic,Quarterly,835,0,1,False
12860,26,Male,51,24,6,Standard,Annual,158,0,1,False
12864,30,Male,60,24,10,Standard,Quarterly,538,0,1,False
12870,33,Female,21,18,8,Premium,Monthly,404,1,0,False
